number,number,number,string,string,string,number,number,number,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,string,string,string
1000,319,229,https://patchwiki.biligame.com/images/langrisser/thumb/9/98/o8b6z3o2yc5y0c5poa9snloicjvrl9o.png/82px-%E5%A4%B4%E5%83%8F_%E4%B8%BD%E8%8E%8E.png,游侠,6791a07df1014a639fcca82d,226,90,90,丽莎,3645,240,30,20,150,520,0,0.05,0,0,0,0,0.3,0.3,0.25,0.1,部队血量100%时，遭受暴击率降低10%。,范围伤害提升10%。,弓兵
1000,280,130,https://patchwiki.biligame.com/images/langrisser/thumb/7/73/l515yoiazl4hal3o2f330umolcuc2a3.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E6%98%82.png,湮黯青龙,6791a07df1014a639fcca82e,233,90,90,利昂,4929,300,30,20,150,623,0,0,0,0,0,0,0.4,0.4,0.1,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,SP骑兵
1000,251,130,https://patchwiki.biligame.com/images/langrisser/thumb/7/73/l515yoiazl4hal3o2f330umolcuc2a3.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E6%98%82.png,突击骑士,6791a07df1014a639fcca82f,233,90,90,利昂,4369,270,30,20,150,620,0,0,0,0,0,0,0.4,0.4,0.1,0.1,部队血量低于70%时，进入战斗后遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,骑兵
1000,280,130,https://patchwiki.biligame.com/images/langrisser/thumb/7/73/l515yoiazl4hal3o2f330umolcuc2a3.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E6%98%82.png,皇家骑士,6791a07df1014a639fcca830,233,90,90,利昂,4690,281,30,20,150,589,0,0,0,0,0,0,0.4,0.4,0.1,0.1,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,骑兵
1000,234,102,https://patchwiki.biligame.com/images/langrisser/thumb/a/ab/05x0fz5y3pjsymeo3d3yuc6yyi0bibc.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E6%96%AF%E5%A1%94.png,海骑统帅,6791a07df1014a639fcca831,228,90,90,利斯塔,4136,306,30,20,150,454,0,0,0,0,0,0,0.35,0.1,0.35,0.1,在水中时，遭受物理伤害降低10%。,在水中时，物理伤害提升10%。,水兵
1000,221,109,https://patchwiki.biligame.com/images/langrisser/thumb/0/0c/gh5nhunh0dx04n0lximbvrdv1q5kfq9.png/82px-%E5%A4%B4%E5%83%8F_%E5%88%A9%E4%BA%9A%E7%89%B9.png,骑士统帅,6791a07df1014a639fcca832,206,90,90,利亚特,3853,269,30,20,150,476,0,0,0,0,0,0,0.1,0.35,0.35,0.1,攻击前每移动1格，部队遭受伤害降低3%（上限15%）。,攻击前每移动1格，伤害提升3%（上限15%）。,骑兵
1000,350,97,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/h4xwlbhjkrnijak3e3gzrwx0h9twa6k.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E6%B3%95%E5%A6%AE.png,隐士,6791a07ef1014a639fcca833,475,90,90,莉法妮,3300,242,150,20,30,282,0,0,0.05,0,0,0,0.1,0.4,0.1,0.35,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,法师
1000,372,83,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/h4xwlbhjkrnijak3e3gzrwx0h9twa6k.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E6%B3%95%E5%A6%AE.png,巫师,6791a07ef1014a639fcca834,505,90,90,莉法妮,3155,242,150,20,30,256,0,0,0.05,0,0,0,0.1,0.4,0.1,0.35,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提高10%。,法师
1000,322,112,https://patchwiki.biligame.com/images/langrisser/thumb/e/ee/10geknvlpedu21sv1z6iby8rkl5xdjq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E5%A8%9C.png,破龙魔导士,6791a07ef1014a639fcca835,588,90,90,莉娜,3665,271,150,20,30,251,0,0,0,0,0,0,0.2,0.4,0.15,0.25,遭受范围伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,法师
1000,303,144,https://patchwiki.biligame.com/images/langrisser/thumb/e/ee/10geknvlpedu21sv1z6iby8rkl5xdjq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E5%A8%9C.png,神灭魔剑士,6791a07ef1014a639fcca836,588,90,90,莉娜,3839,305,150,20,30,278,0,0,0,0,0,0,0.2,0.4,0.15,0.25,受到攻击进入战斗时，遭受物理伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,步兵
1000,408,88,https://patchwiki.biligame.com/images/langrisser/thumb/8/83/l89nwmfhk9mhaj6dc3jg4bpu6l1u8pp.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E4%BA%9A%E5%A8%9C.png,先知,6791a07ef1014a639fcca837,408,90,90,莉亚娜,3853,275,150,20,30,321,0,0,0,0,0,0,0.4,0.1,0.1,0.4,部队血量低于50%时，遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,僧侣
1000,374,103,https://patchwiki.biligame.com/images/langrisser/thumb/8/83/l89nwmfhk9mhaj6dc3jg4bpu6l1u8pp.png/82px-%E5%A4%B4%E5%83%8F_%E8%8E%89%E4%BA%9A%E5%A8%9C.png,隐士,6791a07ef1014a639fcca838,443,90,90,莉亚娜,4026,275,150,20,30,295,0,0,0,0,0,0,0.4,0.1,0.1,0.4,受到远程攻击时，遭受魔法伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,法师
1000,378,96,https://patchwiki.biligame.com/images/langrisser/thumb/6/69/su5oo15lt96hg1hr3cssk26uvmgq4ya.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%B2.png,巫师,6791a07ef1014a639fcca839,552,90,90,玲,3170,267,150,20,30,262,0,0,0,0,0,0,0.25,0.3,0.2,0.25,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%,范围伤害提升10%,法师
1000,378,125,https://patchwiki.biligame.com/images/langrisser/thumb/6/69/su5oo15lt96hg1hr3cssk26uvmgq4ya.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%B2.png,歼灭天使,6791a07ef1014a639fcca83a,581,90,90,玲,3630,287,150,20,30,262,0,0,0,0,0,0,0.25,0.3,0.2,0.25,部队血量低于70%时，进入战斗后遭受伤害降低10%,部队血量低于70%时，进入战斗后造成伤害提升10%,魔物
1000,242,174,https://patchwiki.biligame.com/images/langrisser/thumb/3/37/fvbodr6utnnsuffgkbxeyh5c76sj43y.png/82px-%E5%A4%B4%E5%83%8F_%E8%83%A7.png,斗神,6791a07ef1014a639fcca83b,233,90,90,胧,4456,328,30,20,150,566,0,0,0,0,0,0,0.1,0.35,0.25,0.3,部队血量低于50%时，遭受伤害降低10%。,部队血量低于50%时，伤害提升10%。,枪兵
1000,308,101,https://patchwiki.biligame.com/images/langrisser/thumb/3/37/fvbodr6utnnsuffgkbxeyh5c76sj43y.png/82px-%E5%A4%B4%E5%83%8F_%E8%83%A7.png,灵龙转生使,6791a07ef1014a639fcca83c,256,90,90,胧,4770,302,30,20,150,566,0,0,0,0,0,0,0.1,0.35,0.25,0.3,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,龙
1000,377,96,https://patchwiki.biligame.com/images/langrisser/thumb/6/68/a9tl3a02q5qbwlifti5czewffq486eo.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%8F%A4%E8%80%90%E5%B0%94.png,圣者,6791a07ef1014a639fcca83d,482,90,90,卢古耐尔,3633,268,150,20,30,327,0,0,0,0,0,0,0.15,0.15,0.3,0.4,主动攻击进入战斗时，部队遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,僧侣
1000,357,111,https://patchwiki.biligame.com/images/langrisser/thumb/6/68/a9tl3a02q5qbwlifti5czewffq486eo.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%8F%A4%E8%80%90%E5%B0%94.png,隐士,6791a07ef1014a639fcca83e,482,90,90,卢古耐尔,3633,248,150,20,30,300,0,0,0,0,0,0,0.15,0.15,0.3,0.4,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,法师
1000,401,96,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/0pfz2y7gaxmdutxqjseey1h6am3hml4.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%85%8B%E8%95%BE%E8%92%82%E5%A8%85.png,大主教,6791a07ef1014a639fcca83f,568,90,90,卢克蕾蒂娅,3648,247,150,20,30,316,0,0,0.1,0,0,0,0.1,0.4,0.1,0.4,部队血量100%时，遭受伤害降低10%。,部队血量低于80%时，伤害提升10%。,僧侣
1000,368,111,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/0pfz2y7gaxmdutxqjseey1h6am3hml4.png/82px-%E5%A4%B4%E5%83%8F_%E5%8D%A2%E5%85%8B%E8%95%BE%E8%92%82%E5%A8%85.png,隐士,6791a07ef1014a639fcca840,568,90,90,卢克蕾蒂娅,3811,247,150,20,30,290,0,0,0.1,0,0,0,0.1,0.4,0.1,0.4,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,法师
1000,228,172,https://patchwiki.biligame.com/images/langrisser/thumb/3/38/eghhf2euba83l6067tquwyrlvmovnhs.png/82px-%E5%A4%B4%E5%83%8F_%E8%B7%AF%E5%9B%A0.png,源初的君王,6791a07ef1014a639fcca841,233,90,90,路因,4862,332,30,20,150,529,0,0,0,0,0,0,0.2,0.3,0.25,0.25,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,SP枪兵
1000,255,137,https://patchwiki.biligame.com/images/langrisser/thumb/3/38/eghhf2euba83l6067tquwyrlvmovnhs.png/82px-%E5%A4%B4%E5%83%8F_%E8%B7%AF%E5%9B%A0.png,剑士统帅,6791a07ef1014a639fcca842,237,90,90,路因,4028,295,30,20,150,504,0,0,0,0,0,0,0.1,0.35,0.15,0.3,本部队有5个以上的强化状态时，战斗中遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,步兵
1000,366,189,https://patchwiki.biligame.com/images/langrisser/thumb/f/fa/k40j9bbgcjzhg7znr5c8mc185myeq4f.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%B2%E5%A8%9C.png,弓骑统帅,6791a07ef1014a639fcca843,295,90,90,露娜,4056,264,30,20,150,483,0,0,0,0,0.05,0,0.1,0.4,0.1,0.4,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,弓兵
1000,291,149,https://patchwiki.biligame.com/images/langrisser/thumb/2/23/haauax4befva42wy2iv1d18fm1v42bn.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E5%85%B0.png,辉耀的圣裁,6791a07ef1014a639fcca845,577,90,90,罗兰,4299,325,150,20,30,256,0,0,0,0,0,0,0.25,0.35,0.2,0.2,遭受范围伤害降低10%。,与具有“弱化效果的部队战斗时，伤害提升10%。",僧侣
1000,400,146,https://patchwiki.biligame.com/images/langrisser/thumb/f/fa/k40j9bbgcjzhg7znr5c8mc185myeq4f.png/82px-%E5%A4%B4%E5%83%8F_%E9%9C%B2%E5%A8%9C.png,圣天马统帅,6791a07ef1014a639fcca844,325,90,90,露娜,4683,331,30,20,150,483,0,0,0,0,0.05,0,0.1,0.4,0.1,0.4,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,飞兵
1000,325,99,https://patchwiki.biligame.com/images/langrisser/thumb/2/23/haauax4befva42wy2iv1d18fm1v42bn.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E5%85%B0.png,隐士,6791a07ef1014a639fcca846,542,90,90,罗兰,3964,273,150,20,30,283,0,0,0,0,0,0,0.25,0.35,0.2,0.2,受到具有弱化效果"的部队攻击进入战斗时，遭受伤害降低10%。",受到远程攻击进入战斗时，伤害提升10%。,法师
1000,308,125,https://patchwiki.biligame.com/images/langrisser/thumb/a/ae/ruaeqbq95kcsi40sdf8rr7syww5f6ci.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E8%8E%8E%E8%8E%89%E5%A8%85.png,银骑统帅,6791a07ef1014a639fcca847,271,90,90,罗莎莉娅,4841,263,30,20,150,578,0,0.05,0,0,0,0,0.2,0.4,0.15,0.25,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,僧侣
1000,297,125,https://patchwiki.biligame.com/images/langrisser/thumb/a/ae/ruaeqbq95kcsi40sdf8rr7syww5f6ci.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E8%8E%8E%E8%8E%89%E5%A8%85.png,皇家骑士,6791a07ef1014a639fcca848,247,90,90,罗莎莉娅,4841,274,30,20,150,578,0,0.05,0,0,0,0,0.2,0.4,0.15,0.25,部队血量高于80%时，遭受暴击率降低10%。,受到近战攻击进入战斗时，伤害提升10%。,骑兵
1000,348,85,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/3nzpze1w5wx4l9birxvft5s6zvl4mxb.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E6%B3%BD%E5%B8%8C%E5%B0%94.png,灵光圣女,6791a07ef1014a639fcca849,412,90,90,罗泽希尔,3497,278,150,20,30,321,0,0,0.1,0,0,0,0.2,0.1,0.35,0.35,部队血量高于80%时，遭受暴击率降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,僧侣
1000,317,99,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/3nzpze1w5wx4l9birxvft5s6zvl4mxb.png/82px-%E5%A4%B4%E5%83%8F_%E7%BD%97%E6%B3%BD%E5%B8%8C%E5%B0%94.png,水晶女皇,6791a07ef1014a639fcca84a,447,90,90,罗泽希尔,3666,278,150,20,30,295,0,0,0.1,0,0,0,0.2,0.1,0.35,0.35,遭受范围伤害降低10%。,部队血量100%时，伤害提高10%。,法师
1000,247,274,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/8xvv0kzdn0jsazhvpu1lwh61jb7ljs8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E5%8A%A0.png,大统帅,6791a07ef1014a639fcca84b,240,90,90,洛加,3412,255,30,20,150,464,0,0,0,0,0,0,0.35,0.35,0.1,0.1,本部队有5个以上的强化状态时，战斗中遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,刺客
1000,275,195,https://patchwiki.biligame.com/images/langrisser/thumb/b/b2/sqvsmjmvaz7o3gr354m14mr0enavgu8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E6%96%AF%E5%A1%94%E5%A7%86.png,沙海之王,6791a07ef1014a639fcca84c,244,90,90,洛斯塔姆,4558,323,30,20,150,579,0,0.05,0,0,0,0.05,0.35,0.35,0.2,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,步兵
1000,255,320,https://patchwiki.biligame.com/images/langrisser/thumb/b/b2/sqvsmjmvaz7o3gr354m14mr0enavgu8.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E6%96%AF%E5%A1%94%E5%A7%86.png,抗暴统帅,6791a07ef1014a639fcca84d,244,90,90,洛斯塔姆,4248,288,30,20,150,549,0,0.05,0,0,0,0.05,0.35,0.35,0.2,0.1,受到远程攻击进入战斗时，遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,刺客
1000,268,157,https://patchwiki.biligame.com/images/langrisser/thumb/5/50/gg5bonag9yq6cwzeymtuyzhyop7g4ba.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E7%BB%B4%E5%A5%88%E5%B0%94%E5%A4%A7%E5%B8%9D.png,皇帝,6791a07ef1014a639fcca84e,237,90,90,洛维奈尔大帝,4576,347,30,20,150,577,0,0,0,0,0,0,0.2,0.4,0.3,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,步兵
1000,268,132,https://patchwiki.biligame.com/images/langrisser/thumb/5/50/gg5bonag9yq6cwzeymtuyzhyop7g4ba.png/82px-%E5%A4%B4%E5%83%8F_%E6%B4%9B%E7%BB%B4%E5%A5%88%E5%B0%94%E5%A4%A7%E5%B8%9D.png,征伐骑士王,6791a07ef1014a639fcca84f,216,90,90,洛维奈尔大帝,4576,323,30,20,150,577,0,0,0,0,0,0,0.2,0.4,0.3,0.1,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,骑兵
1000,260,145,https://patchwiki.biligame.com/images/langrisser/thumb/3/33/171hbd7hx7qfbsgegfwk3zw49f7koq5.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E5%BA%93%E9%9B%B7.png,海骑统帅,6791a07ef1014a639fcca850,249,90,90,马库雷,4463,349,30,20,150,565,0,0,0,0,0,0,0.2,0.35,0.25,0.2,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,水兵
1000,260,300,https://patchwiki.biligame.com/images/langrisser/thumb/3/33/171hbd7hx7qfbsgegfwk3zw49f7koq5.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E5%BA%93%E9%9B%B7.png,远行浪客,6791a07ef1014a639fcca851,274,90,90,马库雷,4139,311,30,20,150,535,0,0,0,0,0,0,0.2,0.35,0.25,0.2,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,刺客
1000,283,180,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,孤刃逆旅,6791a07ef1014a639fcca852,243,90,90,马修-龙骑统帅,4678,327,30,20,150,572,0,0.05,0,0.05,0,0,0.2,0.4,0.25,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,SP步兵
1000,277,154,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,英雄,6791a07ef1014a639fcca853,254,90,90,马修-龙骑统帅,4511,317,30,20,150,553,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,本部队有5个以上增益效果时，进入战斗后遭受伤害降低10%。,本部队有5个以上增益效果时，进入战斗后伤害提升10%。,步兵
1000,310,171,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,龙骑统帅,6791a07ef1014a639fcca854,231,90,90,马修-龙骑统帅,4202,293,30,20,150,553,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,飞兵
1000,283,180,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,孤刃逆旅,6791a07ef1014a639fcca855,243,90,90,马修-突击骑士,4630,327,30,20,150,579,0,0.05,0,0.05,0,0,0.2,0.4,0.25,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,SP步兵
1000,258,131,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,突击骑士,6791a07ef1014a639fcca856,231,90,90,马修-突击骑士,4154,293,30,20,150,560,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,骑兵
1000,273,204,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,孤刃逆旅,6791a07ef1014a639fcca858,243,90,90,马修-影,4630,327,30,20,150,557,0,0.05,0,0.05,0,0,0.2,0.4,0.25,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,SP步兵
1000,277,154,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,英雄,6791a07ef1014a639fcca857,254,90,90,马修-突击骑士,4463,317,30,20,150,560,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,本部队有5个以上增益效果时，进入战斗后遭受伤害降低10%。,本部队有5个以上增益效果时，进入战斗后伤害提升10%。,步兵
1000,248,283,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,影,6791a07ef1014a639fcca859,254,90,90,马修-影,4154,282,30,20,150,511,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,刺客
1000,273,182,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,孤刃逆旅,6791a07ef1014a639fcca85b,243,90,90,马修-游侠,4678,327,30,20,150,584,0,0.05,0,0.05,0,0,0.2,0.4,0.25,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,SP步兵
1000,300,198,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,游侠,6791a07ef1014a639fcca85c,254,90,90,马修-游侠,3743,263,30,20,150,538,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,弓兵
1000,267,178,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,英雄,6791a07ef1014a639fcca85a,254,90,90,马修-影,4463,317,30,20,150,538,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,本部队有5个以上增益效果时，进入战斗后遭受伤害降低10%。,本部队有5个以上增益效果时，进入战斗后伤害提升10%。,步兵
1000,267,156,https://patchwiki.biligame.com/images/langrisser/thumb/3/30/ay987q7qu8w5472dfn7h9vk7ygrtt25.png/82px-%E5%A4%B4%E5%83%8F_%E9%A9%AC%E4%BF%AE.png,英雄,6791a07ef1014a639fcca85d,254,90,90,马修-游侠,4511,317,30,20,150,565,0,0.05,0,0.05,0,0,0.15,0.35,0.3,0.15,本部队有5个以上增益效果时，进入战斗后遭受伤害降低10%。,本部队有5个以上增益效果时，进入战斗后伤害提升10%。,步兵
1000,339,138,https://patchwiki.biligame.com/images/langrisser/thumb/1/16/24zh22yfz4ksxbrj13gnw68zyshfsyq.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%9B%E4%B8%BD%E5%9F%83%E5%B0%94.png,异端裁决者,6791a07ef1014a639fcca85e,290,90,90,玛丽埃尔,4083,325,30,20,150,576,0,0.05,0,0,0,0,0.25,0.4,0.15,0.2,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量100%时，伤害提升10%。,僧侣
1000,339,138,https://patchwiki.biligame.com/images/langrisser/thumb/1/16/24zh22yfz4ksxbrj13gnw68zyshfsyq.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%9B%E4%B8%BD%E5%9F%83%E5%B0%94.png,赐圣僧侣,6791a07ef1014a639fcca85f,290,90,90,玛丽埃尔,4404,351,30,20,150,547,0,0.05,0,0,0,0,0.25,0.4,0.15,0.2,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,治疗量+10%。,僧侣
1000,377,92,https://patchwiki.biligame.com/images/langrisser/thumb/7/76/fyagdo02jd0cu381la2zhk04694ugj7.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%9B%E4%B8%BD%E5%AE%89%E8%92%82%E5%B0%94.png,玛娜导师,6791a07ef1014a639fcca860,570,90,90,玛丽安蒂尔,3615,247,150,20,30,256,0,0,0,0,0,0,0.2,0.35,0.15,0.3,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,法师
1000,354,92,https://patchwiki.biligame.com/images/langrisser/thumb/7/76/fyagdo02jd0cu381la2zhk04694ugj7.png/82px-%E5%A4%B4%E5%83%8F_%E7%8E%9B%E4%B8%BD%E5%AE%89%E8%92%82%E5%B0%94.png,原初祈求者,6791a07ef1014a639fcca861,570,90,90,玛丽安蒂尔,3615,247,150,20,30,307,0,0,0,0,0,0,0.2,0.35,0.15,0.3,部队血量低于50%时，遭受伤害降低10%。,治疗效果提升10%。,僧侣
1000,357,83,https://patchwiki.biligame.com/images/langrisser/thumb/5/56/ow8of2rkjoo012zejw0et7goa5t16hm.png/82px-%E5%A4%B4%E5%83%8F_%E6%A2%85%E9%9C%B2%E5%B8%95%E5%A6%AE.png,巫师,6791a07ef1014a639fcca862,502,90,90,梅露帕妮,3171,237,150,20,30,276,0,0,0,0,0,0,0.15,0.1,0.35,0.35,主动攻击进入战斗时，部队遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,法师
1000,366,83,https://patchwiki.biligame.com/images/langrisser/thumb/5/56/ow8of2rkjoo012zejw0et7goa5t16hm.png/82px-%E5%A4%B4%E5%83%8F_%E6%A2%85%E9%9C%B2%E5%B8%95%E5%A6%AE.png,公主,6791a07ef1014a639fcca863,474,90,90,梅露帕妮,3171,237,150,20,30,332,0,0,0,0,0,0,0.15,0.1,0.35,0.35,遭受范围伤害降低10%。,治疗效果提升10%。,僧侣
1000,389,104,https://patchwiki.biligame.com/images/langrisser/thumb/8/80/exdbhqcbyu60cgrkdh926x6z255ribo.png/82px-%E5%A4%B4%E5%83%8F_%E6%A2%85%E9%9B%85.png,圣者,6791a07ef1014a639fcca864,514,90,90,梅雅,3443,262,150,20,30,314,0,0,0.1,0,0,0,0.4,0.15,0.2,0.25,部队血量100%时，遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,僧侣
1000,389,104,https://patchwiki.biligame.com/images/langrisser/thumb/8/80/exdbhqcbyu60cgrkdh926x6z255ribo.png/82px-%E5%A4%B4%E5%83%8F_%E6%A2%85%E9%9B%85.png,皇家女仆,6791a07ef1014a639fcca865,544,90,90,梅雅,3279,242,150,20,30,263,0,0,0.1,0,0,0,0.4,0.15,0.2,0.25,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,法师
